Text,country_code ,followers_count,friends_count,link ,type,coordinates,City,State,posted_time,epoch_time,real_name ,statuses_count ,tweet_url ,
Anoche!  SitaraSon's last night at Cat N' Fiddle.  #Sitarason #cubanmusic #son #reggae #hollywood… http://t.co/3ws1AjtLPZ ,United States,69,165,http://twitter.com/dkw328/statuses/544727923253866497,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 5:37,1418708220,Donna,360,http://instagram.com/p/wo-Ic1vFjw/,
"""@marquina04: La prohibición será a todos la universidades por decreto y la constancia de notas dirá valido solo para Venezuela""COMO CUBA? ",United States,302,540,http://twitter.com/MILAHOUT/statuses/544728407322660865,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/16/2014 5:39,1418708340,MiLH,7839,,
@badsushichef @veganforareason @mollycrabapple Americans can go to Cuba you just can't leave/return from the US in most instances ,United States,4811,2430,http://twitter.com/samknight1/statuses/544728690614370304,Polygon,"-88.683702, 44.093111; -88.683702, 44.112322; -88.623345, 44.112322; -88.623345, 44.093111",Butte des Morts,WI,12/16/2014 5:40,1418708400,Sam Knight,80908,,
"""Ese sistema totalitario, inspirado en el marxismo, fracasó en Europa y ha llevado a Cuba a la miseria” : http://t.co/iG5bZHQT8D ",United States,626,162,http://twitter.com/JuanISar/statuses/544729099113996288,Polygon,"-118.262388, 34.521265; -118.262388, 34.646028; -117.988004, 34.646028; -117.988004, 34.521265",Palmdale,CA,12/16/2014 5:41,1418708460,Juan Sarmiento,19593,http://www.maduradas.com/basta-ya-urosa-savino-gobierno-pretende-imponer-un-fracasado-sistema-ideologico-totalitario/#ixzz3M2KOM4wc,
Mi recamara parece incubadora. ,United States,543,599,http://twitter.com/kahoca/statuses/544731841291616256,Polygon,"-117.282538, 32.53962; -117.282538, 33.0804044; -116.9274403, 33.0804044; -116.9274403, 32.53962",San Diego,CA,12/16/2014 5:52,1418709120,karla hodoyan c,3870,,
Gotta love Big Daddy #ScubaSteve ,United States,1048,1784,http://twitter.com/brohavok/statuses/544733298556014592,Polygon,"-91.51308, 36.970298; -91.51308, 42.508303; -87.019935, 42.508303; -87.019935, 36.970298",Illinois,US,12/16/2014 5:58,1418709480,ARMIN VAN SHMURDA,9166,,
@_carolina_red don't be ashamed my friend..the best people are Cuban ?? ,United States,114,103,http://twitter.com/Gina_Doza/statuses/544735997729464321,Polygon,"-80.2340902, 26.2106246; -80.2340902, 26.2742455; -80.190415, 26.2742455; -80.190415, 26.2106246",Margate,FL,12/16/2014 6:09,1418710140,Gina Mendoza,2911,,
.@SINMIED17467209 no pierdas tu tiempo con la basura humana comunista seudo cubana  @ZKVTV ,United States,945,1922,http://twitter.com/ODLANIERVILLA/statuses/544737968444174336,Polygon,"-80.369507, 26.0295373; -80.369507, 26.1268035; -80.2008709, 26.1268035; -80.2008709, 26.0295373",Davie,FL,12/16/2014 6:17,1418710620,ODLANIER V.,21441,,
@CubanCigarr I don't love you that much ,United States,4980,4629,http://twitter.com/ESSENCE_OF_SEAN/statuses/544738008763596800,Polygon,"-97.034184, 32.771786; -97.034184, 32.956048; -96.888782, 32.956048; -96.888782, 32.771786",Irving,TX,12/16/2014 6:17,1418710620,ICONIC SHOW: JAN 4TH,258495,,
Ready to smoke a Cuban cigar ?? ,United States,150,127,http://twitter.com/IsabellaLovettF/statuses/544740540516823042,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 6:27,1418711220,Izzy Songz,8895,,
"Via @criolloliberal #Cuba Hay q ver la calidad del picadillo q se está vendiendo 10 $  Cinco Palmas, #LaLisa, ni una foto podría dar idea. ",United States,2346,2263,http://twitter.com/Lori759/statuses/544742361646247936,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/16/2014 6:34,1418711640,Lori Diaz,34842,,
@Scubaa_Stevee @FlippinMitzy ?? ,United States,449,266,http://twitter.com/therealannaluna/statuses/544743107183386624,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/16/2014 6:37,1418711820,Moonshine,35059,,
Solid Advice: The sage advice Mark Cuban and other entrepreneurs drew on when they built their empires http://t.co/IpkpWtFuEm via @Inc ,United States,1682,803,http://twitter.com/The_Wes_Stevens/statuses/544748431689121792,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 6:58,1418713080,Wes Stevens,5996,http://www.inc.com/jenna-goudreau/15-successful-entrepreneurs-share-the-best-advice-they-ever-got.html,
Lookee here! Look who I found out in #NYC? @maidincuba #friends #NYC #FoodGeekOnTheRoad #cocktail @… http://t.co/9SaTuC9IDx ,United States,764,1721,http://twitter.com/Viviliciousxo/statuses/544749243203080192,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/16/2014 7:01,1418713260,Vivian Pei,9335,http://instagram.com/p/wqJI7KCuGT/,
Me waiting for Gaddis' test is like being a citizen during the Cuban Missile Crisis: are we all going to die or let it blow over? ,United States,52,,http://twitter.com/YaleYaks/statuses/544751232678912000,Polygon,"-72.998069, 41.246404; -72.998069, 41.350384; -72.860248, 41.350384; -72.860248, 41.246404",New Haven,CT,12/16/2014 7:09,1418713740,YaleYaks,19851,,
"New #friends! Brandon, Sophia &amp; @maidincuba ;-). #Attaboy #NYC #coctails @ Attaboy http://t.co/G7Qxdttn1G ",United States,764,1721,http://twitter.com/Viviliciousxo/statuses/544751219093561344,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/16/2014 7:09,1418713740,Vivian Pei,9336,http://instagram.com/p/wqKCcdiuHJ/,
@scubakaydee it's Drew's toe ,United States,532,308,http://twitter.com/mgillespie096/statuses/544756727519150080,Polygon,"-81.785053, 41.3503583; -81.785053, 41.419489; -81.68457, 41.419489; -81.68457, 41.3503583",Parma,OH,12/16/2014 7:31,1418715060,morgan gillespie,13515,,
@depeche96 @oteihona @depecheomd @cindymetoo @SementeShalom @cubaenesena @yegispnk @I_lay_pipe @InaRebma @HamadMorad @Mom2TLE #RedThumb ,United States,4928,4916,http://twitter.com/melnaau/statuses/544764759317299202,Polygon,"-157.950476, 21.254837; -157.950476, 21.38505; -157.648702, 21.38505; -157.648702, 21.254837",Honolulu,HI,12/16/2014 8:03,1418716980,Melvin E Spencer III,34216,,
@depecheomd @oteihona @cindymetoo @SementeShalom @cubaenesena @yegispnk @I_lay_pipe @InaRebma @HamadMorad @Mom2TLE @franzwi3  #RedThumb ,United States,4928,4916,http://twitter.com/melnaau/statuses/544765176201740288,Polygon,"-157.950476, 21.254837; -157.950476, 21.38505; -157.648702, 21.38505; -157.648702, 21.254837",Honolulu,HI,12/16/2014 8:05,1418717100,Melvin E Spencer III,34219,,
TuFoto: Siempre hay un ojo que te ve http://t.co/55ljX9q43V via @quinquecuba ,United States,241,579,http://twitter.com/TeldiuxM/statuses/544768984420474881,Polygon,"-80.41729, 25.780974; -80.41729, 25.870313; -80.3210162, 25.870313; -80.3210162, 25.780974",Doral,FL,12/16/2014 8:20,1418718000,Teldiux Miami,422,http://www.quinquecuba.com/tufoto-siempre-hay-un-ojo-que-te-ve/,
"@nickjfrost everytime I watch this I'm like, ""Daayyyumm!""... Love this flick! #cubanfury http://t.co/AuA5r7KT7o ",United States,273,81,http://twitter.com/GeoiDavs/statuses/544803144148873218,Polygon,"-97.9136928, 28.871667; -97.9136928, 28.902158; -97.887751, 28.902158; -97.887751, 28.871667",Karnes City,TX,12/16/2014 10:36,1418726160,Geoi Davis,7720,http://twitter.com/GeoiDavs/status/544803144148873218/photo/1,
$2.00 for $5.00 Gift Certificate from Cafe Cuba &amp; Cakes LLc http://t.co/QGLC3Qg8Iz ,United States,129,53,http://twitter.com/SBCLosAngeles/statuses/544813984239857665,Polygon,"-118.378926, 33.893614; -118.378926, 33.934522; -118.31335, 33.934522; -118.31335, 33.893614",Hawthorne,CA,12/16/2014 11:19,1418728740,Los Angeles Deals,17737,https://www.simplybestcoupons.com/local-coupons/California/Los_Angeles/Categories/Restaurants/,
@_Iluso_ Cubas que paso ? ,United States,99,166,http://twitter.com/rodrigoabarca19/statuses/544815421267116033,Polygon,"-83.67529, 36.540739; -83.67529, 39.466012; -75.16644, 39.466012; -75.16644, 36.540739",Virginia,US,12/16/2014 11:24,1418729040,Rodrigo Roldàn,374,,
"Cuban toast and café con leche start the day off right. (@ Havana Village in Tampa, FL) https://t.co/XUbSJXAsF5 ",United States,163,525,http://twitter.com/ecceadam/statuses/544829703346200578,Polygon,"-82.620093, 27.821353; -82.620093, 28.171836; -82.2652945, 28.171836; -82.2652945, 27.821353",Tampa,FL,12/16/2014 12:21,1418732460,Adam Dawkins,2758,https://www.swarmapp.com/c/jKibGbONbnT,
Eu usaria uma camisa do Che se ele tivesse tomado cuba e decretasse a liberdade com uma verdadeira democracia ,United States,1179,284,http://twitter.com/vittorz/statuses/544832825502220288,Polygon,"-115.384091, 36.129459; -115.384091, 36.336251; -115.062159, 36.336251; -115.062159, 36.129459",Las Vegas,NV,12/16/2014 12:34,1418733240,Vittor Podolski,49643,,
#RockHill come to our #AngelInvesting Orientation &amp; learn how you can help fund local #tech #startups #TechIncubator http://t.co/bugiFfGPZz ,United States,267,357,http://twitter.com/TI_RockHill/statuses/544847144751202304,Polygon,"-81.086454, 34.8691508; -81.086454, 34.9619861; -80.9430979, 34.9619861; -80.9430979, 34.8691508",Rock Hill,SC,12/16/2014 13:30,1418736600,Technology Incubator,218,http://twitter.com/TI_RockHill/status/544847144751202304/photo/1,
@maduradascom cuba se esta deshaciendo de la chatarra a cambio del poco petroleo ,United States,150,260,http://twitter.com/milenapach/statuses/544847413392211968,Polygon,"-80.3520669, 25.9233988; -80.3520669, 25.957039; -80.293194, 25.957039; -80.293194, 25.9233988",Country Club,FL,12/16/2014 13:32,1418736720,MILENA PACHECO,5501,,
"@AlvaroUribeVel los agentes cubanos vinieron a espiar la receta del champús, manjarblanco y lechona tolimense! ",United States,59,106,http://twitter.com/ppp669/statuses/544848746643603457,Polygon,"-95.233093, 29.460644; -95.233093, 29.563312; -95.145844, 29.563312; -95.145844, 29.460644",Friendswood,TX,12/16/2014 13:37,1418737020,Pedro Jimenez,556,,
Que hace esta gente en Colombia Asi empezo Venezuela RT @AlvaroUribeVel: 1 En Cuba el diálogo o la claudicación? http://t.co/On4fcIGaG0 ,United States,476,19,http://twitter.com/TTraders/statuses/544852141425188864,Polygon,"-80.150642, 25.9373697; -80.150642, 25.9748627; -80.12375, 25.9748627; -80.12375, 25.9373697",Aventura,FL,12/16/2014 13:50,1418737800,Technical Traders,4593,http://linkis.com/elnuevoherald.com/ybC1A,
@VCUBatman I'm sure there's a spambot script for that ,United States,2849,1003,http://twitter.com/VCUPav/statuses/544852490622361600,Polygon,"-77.601044, 37.447046; -77.601044, 37.61272; -77.385297, 37.61272; -77.385297, 37.447046",Richmond,VA,12/16/2014 13:52,1418737920,VCU Pav,49432,,
@Lipsticknpumps2 @ScubaSteve757 Santa wasn't fat or white ,United States,1359,1448,http://twitter.com/LastCharmander/statuses/544853976844603392,Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791",Norfolk,VA,12/16/2014 13:58,1418738280,Jay Gatsby,175168,,
@cubaiverson no im afraid not. ,United States,834,1474,http://twitter.com/Kingross17/statuses/544861590122950656,Polygon,"-82.246926, 28.172468; -82.246926, 28.291625; -82.131803, 28.291625; -82.131803, 28.172468",Zephyrhills,FL,12/16/2014 14:28,1418740080,#OREvsFSU. #UKvsUCLA,45800,,
http://t.co/CnbHhUemOs. La inteligensia d Cuba a invadido a Colombia http://t.co/j0D4pXvUMC ,United States,2629,2874,http://twitter.com/Salomonces/statuses/544867184036806656,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/16/2014 14:50,1418741400,COMUNISMO BASURA,35459,http://www.elnuevoherald.com/noticias/mundo/america-latina/article4485006.html; http://twitter.com/Salomonces/status/544867184036806656/photo/1,
"@genophilia Indoctrinated by there LA RAZA communist party in MEXICO…this is CHE"" Cuban connection working over time. ",United States,1546,1999,http://twitter.com/r1944gmailcom/statuses/544867422680141824,Polygon,"-105.193475, 39.60973; -105.193475, 39.761974; -105.053164, 39.761974; -105.053164, 39.60973",Lakewood,CO,12/16/2014 14:51,1418741460,ron,43264,,
"the batchery - incubate, accelerate, graduate http://t.co/WtTXCWNSkI @jwolpert ",United States,1738,1805,http://twitter.com/JimSpohrer/statuses/544869139220037632,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164",San Jose,CA,12/16/2014 14:58,1418741880,Jim Spohrer,4662,http://batchery.io,
@LehmanCg6lehman @MichaelBerrySho You know what ethnicity Monica Lewinsky is? I heard she had a little Cuban in her. ,United States,494,106,http://twitter.com/ArtSeeberger/statuses/544869908258234369,Polygon,"-95.328172, 30.063898; -95.328172, 30.15472; -95.190844, 30.15472; -95.190844, 30.063898",Porter,TX,12/16/2014 15:01,1418742060,Pasty Gangsta,26773,,
Feliz Navidad @arlencezar @mujeresdenegro @Arq31 Gracias por su apoyo a Cuba Democratica! Bendiciones. ,United States,2348,2263,http://twitter.com/Lori759/statuses/544870716282527744,Polygon,"-80.352385, 25.732778; -80.352385, 25.762491; -80.316671, 25.762491; -80.316671, 25.732778",Westchester,FL,12/16/2014 15:04,1418742240,Lori Diaz,34856,,
La Carreta http://t.co/vdtj1T3ota #Miramar Viejos and dominÃ³s #cubancoffeemornings with my ride or http://t.co/M7dtU5nMuZ ,United States,3054,932,http://twitter.com/dine_here/statuses/544872891683454978,Polygon,"-80.4081604, 25.956799; -80.4081604, 25.9954488; -80.205968, 25.9954488; -80.205968, 25.956799",Miramar,FL,12/16/2014 15:13,1418742780,DineHere.us,137697,http://twitter.com/dine_here/status/544872891683454978/photo/1; http://lacarreta-miramar.dinehere.us/?photos=1,
"Todos los meses Maduro descubre un magnicidio y no descubrió el de Chavez, llevado a efecto por Cuba para dejarlo a El. Magnicida Tu Nicolas ",United States,511,2001,http://twitter.com/carligay/statuses/544873284945604608,Polygon,"-80.3563536, 25.806057; -80.3563536, 25.9094066; -80.252971, 25.9094066; -80.252971, 25.806057",Hialeah,FL,12/16/2014 15:14,1418742840,carlitos betances,8121,,
"Maduró, Cuba se unió a China y Rusia, luego de 50 años de atraso, ahora quiere volver a relaciones con EE.UU. LAS IMPLORA, LAS SUPLICA. ",United States,511,2001,http://twitter.com/carligay/statuses/544874415767715840,Polygon,"-80.3563536, 25.806057; -80.3563536, 25.9094066; -80.252971, 25.9094066; -80.252971, 25.806057",Hialeah,FL,12/16/2014 15:19,1418743140,carlitos betances,8122,,
@Cuban_Bee_71 @bluecollarmiami We love you ......Thank-you!! ,United States,2965,608,http://twitter.com/HipPOPsTruck/statuses/544876222371491840,Polygon,"-80.248975, 25.9862279; -80.248975, 26.093132; -80.107808, 26.093132; -80.107808, 25.9862279",Hollywood,FL,12/16/2014 15:26,1418743560,HipPOPs® Truck,8615,,
@Jas925 @CyberDustApp @mcuban  I can't get enough of  Cyber Dust  App ,United States,5,55,http://twitter.com/GordonGeckco/statuses/544876779010150401,Polygon,"-111.960775, 33.4358637; -111.960775, 33.842816; -111.756022, 33.842816; -111.756022, 33.4358637",Scottsdale,AZ,12/16/2014 15:28,1418743680,Alex,4279,,
Pussy so wet I can scuba dive ,United States,468,442,http://twitter.com/fefeisbasedgod/statuses/544876811419910144,Polygon,"-71.893265, 42.210065; -71.893265, 42.341455; -71.731611, 42.341455; -71.731611, 42.210065",Worcester,MA,12/16/2014 15:28,1418743680,Feefmurda,12918,,
@mcuban @TreeHugger great story but they probably had the corniest update in @ABCSharkTank history ,United States,180,329,http://twitter.com/huhwaitwhat/statuses/544877083558948864,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/16/2014 15:29,1418743740,ERR LEE,3879,,
"@monitor_sur:#Cuba ""Los negros y mestizos cubanos han quedado marginados en las reformas"" http://t.co/dSy6o99lch http://t.co/AmMEaUA4DV ",United States,2601,2689,http://twitter.com/Monitor_sur/statuses/544878575510241280,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 15:35,1418744100,GUIA INFORMATIVA,8141,http://twitter.com/Monitor_sur/status/544878575510241280/photo/1; http://www.elnuevoherald.com/noticias/mundo/america-latina/cuba-es/article4497856.html,
"@monitor_sur:""#Newsweek: #Cuba forma a sus médicos, y después controla sus carreras"" http://t.co/iODPLAD7YF http://t.co/YQDPM9E9Qk ",United States,2601,2689,http://twitter.com/Monitor_sur/statuses/544881757154078722,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/16/2014 15:48,1418744880,GUIA INFORMATIVA,8146,http://twitter.com/Monitor_sur/status/544881757154078722/photo/1; http://www.martinoticias.com/content/cuba-medicos-servidumbre/82366.html,
"Perfect holiday gift,  photo scarves of NYC and Havana Cuba.  One of a kind http://t.co/ALWT24Z7x1 ",United States,234,1683,http://twitter.com/MANUELLESCARVES/statuses/544886895340445696,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/16/2014 16:08,1418746080,Manuelle Scarves,103,http://twitter.com/MANUELLESCARVES/status/544886895340445696/photo/1,
San Lazaro Celebration Tomorrow @ En Cuba http://t.co/jVSv3SK9mY ,United States,159,536,http://twitter.com/Edmiguel2/statuses/544887062038851584,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/16/2014 16:09,1418746140,Edmiguel2,1847,http://instagram.com/p/wrH0AxuOl2/,
@CubanCigarr Yessssss ,United States,4982,4630,http://twitter.com/ESSENCE_OF_SEAN/statuses/544887322144436224,Polygon,"-97.034184, 32.771786; -97.034184, 32.956048; -96.888782, 32.956048; -96.888782, 32.771786",Irving,TX,12/16/2014 16:10,1418746200,ICONIC SHOW: JAN 4TH,258279,,
