type,coordinates,location_displayname,City,State,posted_time ,epoch_time
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:13 PM,1418760813
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:15 PM,1418760949
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:16 PM,1418760962
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:17 PM,1418761037
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:17 PM,1418761058
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:19 PM,1418761146
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 8:21 PM,1418761284
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 9:14 PM,1418764495
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 9:15 PM,1418764511
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/16/14 9:17 PM,1418764661
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/17/14 5:09 AM,1418792961
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/17/14 2:10 PM,1418825459
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/17/14 2:22 PM,1418826149
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/17/14 2:46 PM,1418827583
Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538","Los Angeles, CA",Los Angeles, CA,12/17/14 3:08 PM,1418828894
Polygon,"-71.5127219, 42.8909187; -71.5127219, 43.0515452; -71.3754393, 43.0515452; -71.3754393, 42.8909187","Manchester, NH",Manchester, NH,12/17/14 3:00 PM,1418828447
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 7:01 AM,1418713315
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 7:09 AM,1418713786
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 4:23 PM,1418747011
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 5:32 PM,1418751131
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 5:51 PM,1418752318
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 6:03 PM,1418753020
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 6:28 PM,1418754485
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 6:42 PM,1418755328
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 7:24 PM,1418757841
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 8:14 PM,1418760899
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 10:38 PM,1418769534
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 11:05 PM,1418771139
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/16/14 11:54 PM,1418774069
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 12:46 AM,1418777193
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:10 AM,1418778648
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:15 AM,1418778910
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:24 AM,1418779441
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:30 AM,1418779812
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:38 AM,1418783897
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 3:32 AM,1418787159
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 5:16 AM,1418793390
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:51 PM,1418824268
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:52 PM,1418824371
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:53 PM,1418824389
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:53 PM,1418824402
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 1:58 PM,1418824690
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:03 PM,1418825002
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:04 PM,1418825084
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:06 PM,1418825161
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:06 PM,1418825182
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:07 PM,1418825258
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:08 PM,1418825317
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:09 PM,1418825368
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:10 PM,1418825400
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:10 PM,1418825405
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:11 PM,1418825476
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:12 PM,1418825540
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:12 PM,1418825544
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:12 PM,1418825550
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:18 PM,1418825913
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:25 PM,1418826344
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:30 PM,1418826609
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:32 PM,1418826761
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:38 PM,1418827100
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:45 PM,1418827508
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:45 PM,1418827548
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 2:57 PM,1418828252
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 3:00 PM,1418828418
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 3:02 PM,1418828557
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 3:08 PM,1418828918
Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935","Manhattan, NY",Manhattan, NY,12/17/14 3:09 PM,1418828943
Polygon,"-118.423186, 33.872825; -118.423186, 33.906148; -118.378582, 33.906148; -118.378582, 33.872825","Manhattan Beach, CA",Manhattan Beach, CA,12/17/14 3:10 PM,1418829039
Polygon,"-97.186747, 32.530958; -97.186747, 32.616182; -97.046821, 32.616182; -97.046821, 32.530958","Mansfield, TX",Mansfield, TX,12/16/14 12:11 AM,1418688707
Polygon,"-74.637016, 40.563687; -74.637016, 40.644088; -74.51229, 40.644088; -74.51229, 40.563687","Martinsville, NJ",Martinsville, NJ,12/17/14 12:03 AM,1418774627
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 12:42 AM,1418690569
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 2:22 AM,1418696539
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 5:39 AM,1418708347
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 6:34 AM,1418711674
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 4:35 PM,1418747709
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 5:41 PM,1418751682
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 6:07 PM,1418753255
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 7:57 PM,1418759866
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 8:03 PM,1418760209
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 9:41 PM,1418766087
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/16/14 9:53 PM,1418766796
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 12:44 AM,1418777083
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 1:10 AM,1418778649
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 1:34 AM,1418780050
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 1:45 AM,1418780744
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 4:34 AM,1418790880
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 4:53 AM,1418792024
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 5:02 AM,1418792538
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 9:39 AM,1418809171
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 1:52 PM,1418824329
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 1:59 PM,1418824748
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:10 PM,1418825431
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:22 PM,1418826158
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:38 PM,1418827136
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:47 PM,1418827642
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:56 PM,1418828202
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 2:59 PM,1418828350
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 3:01 PM,1418828476
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 3:02 PM,1418828529
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 3:09 PM,1418828946
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 3:13 PM,1418829217
Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404","Miami, FL",Miami, FL,12/17/14 3:13 PM,1418829218
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/16/14 3:03 AM,1418699001
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/16/14 4:09 PM,1418746173
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/16/14 4:31 PM,1418747515
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/16/14 6:16 PM,1418753795
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/16/14 6:38 PM,1418755089
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/17/14 12:50 AM,1418777426
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/17/14 1:17 AM,1418779041
Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083","Miami Beach, FL",Miami Beach, FL,12/17/14 2:06 PM,1418825191
Polygon,"-90.418136, 41.696088; -90.418136, 48.306272; -82.122971, 48.306272; -82.122971, 41.696088","Michigan, US",Michigan, US,12/17/14 2:44 PM,1418827476
Polygon,"-76.487921, 39.308163; -76.487921, 39.384988; -76.338006, 39.384988; -76.338006, 39.308163","Middle River, MD",Middle River, MD,12/17/14 2:48 PM,1418827680
Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822","Milwaukee, WI",Milwaukee, WI,12/17/14 2:33 PM,1418826790
Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822","Milwaukee, WI",Milwaukee, WI,12/17/14 2:40 PM,1418827216
Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822","Milwaukee, WI",Milwaukee, WI,12/17/14 3:11 PM,1418829092
Polygon,"-93.329148, 44.889964; -93.329148, 45.051257; -93.194578, 45.051257; -93.194578, 44.889964","Minneapolis, MN",Minneapolis, MN,12/16/14 2:32 AM,1418697173
Polygon,"-93.329148, 44.889964; -93.329148, 45.051257; -93.194578, 45.051257; -93.194578, 44.889964","Minneapolis, MN",Minneapolis, MN,12/17/14 2:58 PM,1418828286
Polygon,"-87.9280211, 41.491468; -87.9280211, 41.557216; -87.8068183, 41.557216; -87.8068183, 41.491468","Mokena, IL",Mokena, IL,12/17/14 2:50 AM,1418784645
Polygon,"-74.237314, 40.788029; -74.237314, 40.86178; -74.182684, 40.86178; -74.182684, 40.788029","Montclair, NJ",Montclair, NJ,12/17/14 1:16 AM,1418778989
Polygon,"-117.721042, 34.046668; -117.721042, 34.0968173; -117.6807342, 34.0968173; -117.6807342, 34.046668","Montclair, CA",Montclair, CA,12/17/14 5:20 AM,1418793651
Polygon,"-88.446362, 32.2845933; -88.446362, 41.744901; -84.296982, 41.744901; -84.296982, 32.2845933","Montgomery, AL",Montgomery, AL,12/17/14 3:02 PM,1418828542
Polygon,"-88.446362, 32.2845933; -88.446362, 41.744901; -84.296982, 41.744901; -84.296982, 32.2845933","Montgomery, AL",Montgomery, AL,12/17/14 3:05 PM,1418828724
Polygon,"-78.881022, 35.796927; -78.881022, 35.870756; -78.786799, 35.870756; -78.786799, 35.796927","Morrisville, NC",Morrisville, NC,12/17/14 12:09 AM,1418774951
Polygon,"-84.816945, 43.553246; -84.816945, 43.63446; -84.7274069, 43.63446; -84.7274069, 43.553246","Mount Pleasant, MI",Mount Pleasant, MI,12/16/14 1:14 AM,1418692498
Polygon,"-87.022482, 35.99451; -87.022482, 36.405448; -86.560616, 36.405448; -86.560616, 35.99451","Nashville, TN",Nashville, TN,12/17/14 3:07 PM,1418828836
Polygon,"-104.053515, 39.999719; -104.053515, 43.001708; -95.30829, 43.001708; -95.30829, 39.999719","Nebraska, US",Nebraska, US,12/16/14 1:18 AM,1418692737
Polygon,"-72.998069, 41.246404; -72.998069, 41.350384; -72.860248, 41.350384; -72.860248, 41.246404","New Haven, CT",New Haven, CT,12/16/14 7:09 AM,1418713789
Polygon,"-88.025768, 41.4651769; -88.025768, 41.556728; -87.906466, 41.556728; -87.906466, 41.4651769","New Lenox, IL",New Lenox, IL,12/16/14 1:36 AM,1418693769
Polygon,"-88.025768, 41.4651769; -88.025768, 41.556728; -87.906466, 41.556728; -87.906466, 41.4651769","New Lenox, IL",New Lenox, IL,12/16/14 1:49 AM,1418694571
Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574","New Orleans, LA",New Orleans, LA,12/16/14 10:52 PM,1418770341
Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574","New Orleans, LA",New Orleans, LA,12/17/14 11:34 AM,1418816085
Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574","New Orleans, LA",New Orleans, LA,12/17/14 2:13 PM,1418825582
Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574","New Orleans, LA",New Orleans, LA,12/17/14 2:41 PM,1418827312
Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574","New Orleans, LA",New Orleans, LA,12/17/14 3:05 PM,1418828754
Polygon,"-79.76259, 40.477383; -79.76259, 45.015851; -71.777492, 45.015851; -71.777492, 40.477383","New York, US",New York, US,12/16/14 12:19 AM,1418689198
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 7:58 PM,1418759922
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:08 PM,1418760486
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:08 PM,1418760497
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:08 PM,1418760506
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:08 PM,1418760535
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:09 PM,1418760541
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:09 PM,1418760554
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:09 PM,1418760569
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:09 PM,1418760589
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/16/14 8:10 PM,1418760647
Polygon,"-79.76259, 40.477383; -79.76259, 45.015851; -71.777492, 45.015851; -71.777492, 40.477383","New York, US",New York, US,12/17/14 12:24 AM,1418775858
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/17/14 7:17 AM,1418800625
Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865","New York, NY",New York, NY,12/17/14 7:17 AM,1418800640
Polygon,"-82.4815876, 40.0356167; -82.4815876, 40.1237771; -82.3337183, 40.1237771; -82.3337183, 40.0356167","Newark, OH",Newark, OH,12/17/14 2:54 PM,1418828069
Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791","Norfolk, VA",Norfolk, VA,12/16/14 1:58 PM,1418738285
Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791","Norfolk, VA",Norfolk, VA,12/17/14 2:21 PM,1418826064
Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791","Norfolk, VA",Norfolk, VA,12/17/14 2:21 PM,1418826092
Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791","Norfolk, VA",Norfolk, VA,12/17/14 2:25 PM,1418826353
Polygon,"-76.334287, 36.820791; -76.334287, 36.969373; -76.177085, 36.969373; -76.177085, 36.820791","Norfolk, VA",Norfolk, VA,12/17/14 2:28 PM,1418826485
Polygon,"-74.057043, 40.757384; -74.057043, 40.823639; -73.991972, 40.823639; -73.991972, 40.757384","North Bergen, NJ",North Bergen, NJ,12/17/14 7:18 AM,1418800698
